"year","age","sex","maritl","race","education","region","jobclass","health","health_ins","wage"
2008,36," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",56.9055391446732
2003,48," Male"," Never Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",87.9810327856054
2004,56," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.884359339886
2004,24," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",127.115743812184
2006,53," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",134.705375118879
2008,34," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",107.903923866876
2007,61," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",281.745970551857
2004,38," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",48.185650217039
2007,55," Male"," Widowed"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",127.115743812184
2005,70," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",50.3540016352083
2003,24," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",81.2832532842527
2006,22," Male"," Separated"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",75.0431540173515
2007,38," Male"," Divorced"," Black"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",104.921506533664
2004,29," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",79.8549003093467
2006,30," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",130.982177377461
2007,38," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",171.765132627508
2007,49," Male"," Separated"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",97.4932940453934
2009,71," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",98.5993438603892
2005,32," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",84.0459576539924
2003,40," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",299.262976763971
2004,32," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",70.8150386167557
2006,33," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",82.6796372966372
2003,40," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",73.7757432746946
2005,25," Male"," Never Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",77.4976813877358
2003,36," Male"," Separated"," Black"," Some College"," Middle Atlantic"," Information"," <=Good"," No",91.6992261117042
2003,46," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",141.77517233318
2009,59," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",93.7216739620469
2003,49," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," <=Good"," No",143.134940811134
2005,41," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",91.6992261117042
2007,42," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",130.982177377461
2009,59," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",87.9810327856054
2004,27," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",76.4884433977401
2006,30," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",71.6867436659172
2005,54," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",87.9810327856054
2005,31," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",80.5731997057359
2007,34," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",163.515863976238
2007,47," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",107.903923866876
2003,40," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",133.232350826567
2007,29," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",73.7757432746946
2003,58," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",87.9810327856054
2006,41," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",119.013345237399
2004,56," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",102.127000914639
2008,52," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",136.876367635184
2003,53," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",118.884359339886
2003,37," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",65.1108537153447
2009,30," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",94.0727147457005
2004,35," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",138.299126920883
2006,40," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",118.884359339886
2007,54," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",79.8549003093467
2007,22," Male"," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",63.1888610037461
2005,37," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.705375118879
2005,39," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",295.991249982471
2009,62," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",109.833985642199
2007,47," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",104.921506533664
2003,51," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
2006,47," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",99.6894636984864
2003,28," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
2005,65," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",95.6888119067371
2005,42," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",114.475713290347
2007,58," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",104.921506533664
2007,32," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",101.82435207568
2003,34," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",146.462838515063
2007,49," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",79.8549003093467
2008,39," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",145.143601176911
2008,44," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",76.4058510654515
2009,38," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",84.0459576539924
2008,48," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",115.375038556391
2006,47," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",105.927810775063
2009,40," Male"," Married"," Other"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",72.1504556815713
2005,27," Male"," Separated"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",79.8549003093467
2004,42," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",103.90247060316
2004,30," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",88.9923771888426
2007,31," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",99.6894636984864
2007,29," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",112.6488963421
2006,53," Male"," Divorced"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",138.299126920883
2009,37," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",68.7480877337669
2007,48," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",109.315320019967
2009,56," Male"," Divorced"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
2003,44," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",99.6894636984864
2004,63," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",118.019753340006
2003,25," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",65.1108537153447
2003,31," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",94.0727147457005
2003,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",98.5993438603892
2007,25," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",87.9810327856054
2007,50," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",99.6894636984864
2006,34," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",108.874525834712
2004,20," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",82.6796372966372
2007,30," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",89.4924795180001
2009,40," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",97.4932940453934
2006,34," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",56.9055391446732
2004,57," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",65.1108537153447
2007,42," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",89.4924795180001
2003,30," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",84.0459576539924
2003,37," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",94.0727147457005
2008,50," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",85.3839403789827
2009,26," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",78.3924668009837
2007,59," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",160.409701962289
2003,29," Male"," Never Married"," Other"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",132.860765311572
2009,22," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",87.9810327856054
2005,54," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",158.173662250538
2003,46," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
2008,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",101.402052302992
2006,35," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",59.0970640815891
2007,49," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," No",85.3839403789827
2003,53," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",87.9810327856054
2009,61," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",160.642475408263
2007,40," Male"," Married"," Black"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",70.4760196469445
2003,52," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," <=Good"," No",47.7477845118713
2005,40," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",130.982177377461
2003,56," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",85.3839403789827
2008,39," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",99.6894636984864
2007,30," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",93.8786834850373
2003,58," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",130.982177377461
2007,33," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",167.981128202758
2007,51," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",126.085057289999
2008,32," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
2009,50," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",132.487821126123
2003,26," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",118.884359339886
2007,35," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",109.833985642199
2006,31," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",102.870246933215
2009,31," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",133.380607661416
2008,44," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",154.68529299563
